Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"96031, Forks Of Salmon, CA",96031,54.2088,45.7912,4466.6667,27.619,54.2857,26.936,53.2,8.7542,73.4007,6.3973,75.0842,0,1.3468,31875,28.3951,8.642,13.9918
"96141, Homewood, CA",96141,54.197,45.803,4903.9136,18.2504,42.911,28.5237,41.4,0.3342,70.69,24.1596,89.5223,0.6094,1.553,89965,10.1815,16.7061,35.3328
"95548, Klamath, CA",95548,54.1887,45.8113,4325.9542,10.3723,56.6489,23.2453,43.9,35.6981,46.9434,12.9057,51.1698,1.1321,0.3774,36800,26.5784,19.8574,8.4521
"95446, Guerneville, CA",95446,54.1729,45.8271,4489.6082,15.5994,58.4497,39.6798,50.3,1.3447,79.8719,11.8463,85.1868,0.8538,1.4941,53937,13.5463,8.45,19.1444
"93208, Camp Nelson, CA",93208,54.1667,45.8333,4970,30.4348,60.8696,20.8333,50.6,1.3889,79.1667,13.8889,88.8889,2.7778,0,81250,15,10,8.3333
"95680, Ryde, CA",95680,54.1311,45.8689,4697.4576,21.4815,47.4074,14.245,39.1,1.1396,26.4957,58.4046,55.5556,0.8547,8.547,83333,18.3761,29.9145,12.3932
"93549, Olancha, CA",93549,54.1219,45.8781,4836.8,23.0769,46.1538,26.5233,51.4,15.0538,64.5161,15.4122,72.7599,1.0753,1.4337,67857,28.5047,6.5421,21.028
"95017, Davenport, CA",95017,54.1137,45.8863,5135.0562,11.5318,67.8141,21.883,46,1.1874,72.1798,19.1688,81.4249,1.1874,2.3749,107927,13.9955,9.9323,25.8465
"95554, Myers Flat, CA",95554,54.0724,45.9276,4060.9756,37.799,21.0526,29.4118,46.4,4.2986,79.638,9.276,84.8416,0.2262,1.1312,30000,37.7581,13.8643,9.1445
"96059, Manton, CA",96059,54.0171,45.9829,4810.9804,21.2121,57.5758,17.4359,56.2,3.9316,82.906,7.6923,87.8632,1.3675,1.3675,47439,20.6897,12.5761,10.7505
"95493, Witter Springs, CA",95493,53.9877,46.0123,4821.4286,26.9231,46.1538,25.1534,50.6,4.908,78.5276,11.6564,84.0491,0.6135,1.227,79167,30.4688,6.25,13.2813
"90057, Los Angeles, CA",90057,53.9868,46.0132,3402.4893,40.5276,33.8881,21.1755,32.3,1.8269,1.5638,70.0042,28.0182,4.4855,21.0079,30973,19.0033,45.2307,14.4996
"95528, Carlotta, CA",95528,53.9726,46.0274,4476.5766,19.9301,54.8951,25.4795,47.5,6.0274,79.726,7.6712,83.8356,0.137,1.0959,44706,21.3645,15.9785,12.9264
"92394, Victorville, CA",92394,53.9693,46.0307,3978.4904,25.752,47.8357,6.3091,30.5,1.7238,17.3265,51.911,43.5036,21.1429,5.2343,57077,29.3958,22.9291,5.7466
"95585, Leggett, CA",95585,53.9474,46.0526,4557.7465,31.5789,35.0877,31.5789,47.4,2.6316,76.9737,9.8684,83.5526,0,1.9737,53125,15.6522,2.6087,21.7391
"95543, Gasquet, CA",95543,53.9409,46.0591,4678.9203,0,25.5738,24.2611,53.2,4.3103,81.7734,9.1133,85.0985,1.2315,0.3695,53571,25.3918,0.9404,5.3292
"95687, Vacaville, CA",95687,53.8988,46.1012,4645.0554,21.0453,56.8929,13.1579,37.9,1.0568,49.8793,23.6106,63.5435,11.9098,7.9492,88135,24.79,11.7355,14.3755
"94970, Stinson Beach, CA",94970,53.8843,46.1157,4693.985,24.0113,49.435,27.6033,52.5,0.6612,74.0496,17.3554,84.2975,1.6529,2.314,61290,9.9602,3.7849,30.4781
"94511, Bethel Island, CA",94511,53.8829,46.1171,4709.5928,22.1968,55.6064,29.2842,55.2,0.9544,76.0087,14.0564,82.9501,2.0824,2.8633,45185,39.0551,16.9554,7.1916
"90068, Los Angeles, CA",90068,53.8556,46.1444,4468.7684,4.0479,84.5381,52.1665,39.9,0.3386,72.5418,10.4162,78.9555,4.5369,7.5643,91730,9.1207,2.8101,40.9135
"95375, Strawberry, CA",95375,53.8462,46.1538,4828.7879,0,75,26.9231,57.1,2.3077,87.6923,6.1538,92.3077,0.7692,0.7692,68750,45.9459,8.1081,5.4054
"95679, Rumsey, CA",95679,53.8462,46.1538,4704.7619,12,56,17.3077,44.1,5.7692,57.6923,26.9231,69.2308,1.9231,1.9231,79167,27.5,22.5,20
"96085, Scott Bar, CA",96085,53.8462,46.1538,4226.5306,41.6667,41.6667,25.9615,50.7,16.3462,65.3846,9.6154,68.2692,1.9231,0.9615,28750,21.9512,13.4146,12.1951
"94021, Loma Mar, CA",94021,53.7634,46.2366,5396.2963,7.9208,76.2376,24.7312,46.9,0.5376,75.2688,14.5161,80.6452,1.0753,3.2258,137500,7.6923,6.2937,26.5734
"95374, Stevinson, CA",95374,53.7634,46.2366,4549.4718,34.2944,43.7026,10.5479,32.3,0.512,49.9232,43.6764,65.745,1.2801,0.9729,59302,23.2538,26.8313,5.4514
"95714, Dutch Flat, CA",95714,53.76,46.24,5007.0588,32.1555,38.1625,16.32,49.8,1.44,88.32,6.08,92.96,0,0.8,69167,25.8333,8.3333,11.875
"93954, San Lucas, CA",93954,53.75,46.25,4131.5789,9.0909,36.3636,6.25,32.7,1.25,5,81.25,42.5,1.25,3.75,32143,6,70,0
"92113, San Diego, CA",92113,53.7251,46.2749,3534.8579,29.0007,32.5732,6.0254,26.7,1.0467,6.3782,73.4168,35.7757,14.4987,4.4891,32326,22.7399,45.7383,6.3216
"94158, San Francisco, CA",94158,53.711,46.289,4183.1485,4.2234,88.7193,40.1809,32.8,0.4095,38.0993,9.2988,41.6311,4.402,43.0814,107568,7.3099,6.3492,34.5447
"92282, Whitewater, CA",92282,53.6913,46.3087,4261.5842,33.8235,33.0882,20.1342,40.9,3.5048,53.6167,32.5876,70.1715,4.7726,2.6846,36293,45.175,5.4083,16.4369
"90743, Surfside, CA",90743,53.6785,46.3215,4888.2463,21.8807,70.5244,33.6058,47.5,0.4541,81.653,9.2643,87.9201,0.2725,4.6322,100543,19.4286,2.9714,20.1143
"95930, Clipper Mills, CA",95930,53.6643,46.3357,4698.9474,29.6,41.6,23.8771,54.3,5.6738,78.7234,7.565,81.5603,0.7092,2.3641,39286,15.8683,32.6347,15.5689
"92561, Mountain Center, CA",92561,53.6618,46.3382,5151.827,15.1007,68.1208,22.0706,54.4,2.0306,77.9294,13.715,87.2503,2.3302,1.2317,83683,23.2348,7.0197,14.6962
"92109, San Diego, CA",92109,53.639,46.361,4238.4039,6.8623,74.3781,55.3234,32.1,0.5405,76.119,13.7666,83.8607,1.6824,4.4539,82399,10.6634,2.867,39.8631
"90017, Los Angeles, CA",90017,53.6381,46.3619,3437.1511,30.969,47.1003,26.9915,30.5,2.3522,8.7032,69.586,36.5101,5.908,12.4667,27174,17.6271,45.3906,13.4356
"95941, Forbestown, CA",95941,53.6364,46.3636,4520.1005,26.087,54.3478,24.7727,50.8,5.4545,77.7273,7.5,81.3636,0.6818,1.8182,42500,23.9067,16.035,10.4956
"95140, Mount Hamilton, CA",95140,53.6313,46.3687,5485.8333,14.5833,65.2778,10.6145,44.7,0.5587,45.2514,29.0503,58.6592,2.2346,18.4358,134091,18.254,13.0952,19.4444
"95568, Somes Bar, CA",95568,53.629,46.371,4244.4444,40,41.6667,26.6129,50.7,15.3226,66.5323,8.871,69.7581,1.6129,1.2097,30294,23.3161,13.4715,12.4352
"95615, Courtland, CA",95615,53.629,46.371,4774.7642,20.2532,52.5316,13.3871,39,1.129,31.6935,54.8387,58.9516,0.7258,7.5,82143,17.3755,25.3949,16.0389
"95690, Walnut Grove, CA",95690,53.6173,46.3827,4820.6025,17.8641,57.0874,14.4326,45.8,0.8079,45.6115,43.7385,66.177,1.1752,4.7374,64453,22.2963,20.4511,17.5807
"95462, Monte Rio, CA",95462,53.6012,46.3988,4540.2349,19.5035,63.6525,40.7127,52.7,1.0614,84.4579,7.5815,88.0212,0.5307,1.4405,52546,20.9156,3.7702,15.5296
"96129, Beckwourth, CA",96129,53.5971,46.4029,4851.2397,16.8317,60.396,18.705,50.4,2.1583,86.3309,7.554,88.8489,0.3597,0.7194,65323,37.3832,5.1402,14.486
"96091, Trinity Center, CA",96091,53.5642,46.4358,4713.7856,33.5227,51.1364,26.7821,56.2,2.8513,85.7434,6.0081,89.002,1.4257,2.1385,48012,24.3341,14.5278,11.9855
"95417, Branscomb, CA",95417,53.539,46.461,4678.6957,29.703,48.0198,27.2232,47.4,8.167,74.9546,10.8893,80.5808,0.5445,0.363,58571,23.3577,14.3552,22.871
"95717, Gold Run, CA",95717,53.5065,46.4935,4992.3567,31.6092,37.931,16.3636,49.5,1.5584,88.3117,5.974,92.987,0,0.7792,68243,25.5102,8.5034,11.9048
"94514, Byron, CA",94514,53.5058,46.4942,4923.8095,6.0748,76.1682,10.1002,33.6,1.0851,46.0768,40.4007,66.1102,5.0918,1.6694,73295,23.2915,17.2943,6.5551
"94060, Pescadero, CA",94060,53.5039,46.4961,5104.4118,11.4823,64.5094,21.9132,41.4,0.5562,52.2803,38.7097,65.8509,0.7786,3.0033,107500,12.4043,22.8178,17.7642
"95641, Isleton, CA",95641,53.5026,46.4974,4601.6098,22.2222,48.1859,25.2189,53.1,1.1384,59.1068,30.8231,73.7303,1.0946,4.641,49336,32.3397,17.9978,8.2677
"95486, Villa Grande, CA",95486,53.4884,46.5116,4414.2857,17.8571,64.2857,44.186,52.7,0,85.2713,6.9767,89.1473,0.7752,0.7752,47857,22.7273,3.6364,15.4545
"96048, Junction City, CA",96048,53.4826,46.5174,4730.8989,19.5313,46.0938,24.8756,53.8,5.9701,81.3433,7.7114,84.3284,0.2488,0.7463,48696,28.8344,9.816,13.1902
"95335, Long Barn, CA",95335,53.4743,46.5257,4874.5562,0,74.3802,26.8882,56.9,2.4169,89.1239,6.3444,92.7492,0.9063,0.3021,70833,45.8182,8,5.8182
"93536, Lancaster, CA",93536,53.4717,46.5283,4745.7369,18.8108,64.6667,9.1196,35.3,1.1049,43.894,30.6594,58.8535,13.9385,6.238,90042,27.0613,13.0486,14.4083
"95920, Butte City, CA",95920,53.4694,46.5306,4508.7912,22.6667,45.3333,15.5102,40.2,1.6327,66.1224,30.2041,82.0408,0.4082,1.6327,52381,33.7278,32.5444,11.2426
"96050, Klamath River, CA",96050,53.4653,46.5347,4517.7606,20.1087,58.1522,21.4521,48.9,9.901,72.9373,8.9109,76.7327,1.9802,0.8251,41429,24.8927,9.0129,17.1674
"96124, Calpine, CA",96124,53.4591,46.5409,4767.0732,9.8361,72.1311,28.9308,57,1.2579,84.2767,9.434,92.4528,0,0.6289,35000,21.9697,4.5455,16.6667
"94305, Stanford, CA",94305,53.4527,46.5473,3900.5407,2.002,90.5762,27.2438,24.1,0.4975,46.3184,9.3532,52.8159,4.3383,31.8308,75702,1.2435,1.1078,28.0579
"95112, San Jose, CA",95112,53.4505,46.5495,3973.354,19.9966,57.2854,26.7244,31.5,1.1902,20.2891,44.3092,38.56,4.6474,26.7144,58193,18.3537,24.6524,21.0396
"95364, Pinecrest, CA",95364,53.4188,46.5812,4893.2773,0,74.1176,26.9231,56.8,2.1368,88.8889,6.4103,92.735,0.8547,0.4274,72222,46.114,8.2902,5.6995
"95637, Guinda, CA",95637,53.4161,46.5839,4863.0769,12.3288,56.1644,17.3913,45.7,5.5901,60.8696,27.3292,67.7019,3.1056,1.2422,72222,28.0992,19.0083,16.5289
"96051, Lakehead, CA",96051,53.4031,46.5969,5003.3283,14.3979,71.466,28.5714,57.8,3.2909,88.5565,3.5153,90.8003,0.2992,0.374,64908,27.7533,4.9339,17.7974
"92661, Newport Beach, CA",92661,53.3905,46.6095,5057.6761,8.4612,82.9787,38.2437,46.9,0.3897,87.867,6.5212,92.2317,0.9613,2.3643,115022,7.808,0.544,38.528
"96125, Sierra City, CA",96125,53.3835,46.6165,4798.5507,12,70,29.3233,56.9,1.5038,84.9624,9.0226,90.9774,0,0.7519,42500,21.6216,3.6036,17.1171
"94107, San Francisco, CA",94107,53.3772,46.6228,4478.8698,3.6985,87.7505,45.6043,37,0.4008,49.7849,10.9608,54.2155,6.7434,27.1648,129858,7.0962,7.0305,38.2584
"95606, Brooks, CA",95606,53.3742,46.6258,4850,12.3288,56.1644,17.1779,45.7,5.5215,60.1227,27.6074,68.7117,2.454,1.227,70000,28.5714,21.0084,15.9664
"93920, Big Sur, CA",93920,53.3724,46.6276,4840.8724,14.1606,55.4745,27.4927,46.8,0.7331,70.3079,24.7801,85.3372,0.5132,1.6129,90988,14.7032,9.2237,25.6621
"95922, Camptonville, CA",95922,53.3708,46.6292,4417.3554,23.9766,60.8187,25.0936,49.5,5.4307,76.9663,7.4906,81.2734,0.7491,1.4981,40909,27.8846,7.9327,8.1731
"95563, Salyer, CA",95563,53.3605,46.6395,4717.4312,19.3548,46.4516,24.8473,53.4,6.11,81.2627,7.7393,84.3177,0.4073,0.611,48393,29.2191,9.8237,13.0982
"94924, Bolinas, CA",94924,53.3582,46.6418,4696.822,23.8636,49.8377,27.6119,52.1,0.7463,73.9739,17.444,84.1418,1.5858,2.2388,60849,9.8624,4.0138,30.3899
"94020, La Honda, CA",94020,53.3439,46.6561,5373.743,9.621,76.3848,24.6815,46.7,0.4777,70.4618,18.551,77.3089,0.7962,4.2994,136486,10.5699,7.6684,24.7668
"93615, Cutler, CA",93615,53.3377,46.6623,4107.8603,21.8464,25.8227,5.4063,26.4,1.2692,3.1482,92.8465,49.5632,1.1043,1.8296,33512,15.8725,57.6523,4.6071
"95385, Vernalis, CA",95385,53.3333,46.6667,4466.9725,35.0427,34.188,7.7333,32.5,0.5333,14.6667,74.4,46.9333,2.4,1.6,41818,30.5677,35.3712,9.607
"93930, King City, CA",93930,53.3083,46.6917,4561.8373,16.4056,31.3227,6.4952,28.5,2.5946,11.4187,81.6758,50.5576,1.0979,1.6469,63368,21.4419,51.2412,4.489
"95527, Burnt Ranch, CA",95527,53.2513,46.7487,4596.4072,15.3203,49.0251,26.0105,52.1,10.9842,78.5589,7.0299,81.8102,0.1757,0.1757,40656,27.9379,3.7694,17.4058
"96065, Montgomery Creek, CA",96065,53.2495,46.7505,4479.902,20.915,62.0915,24.7379,50.7,11.5304,76.5199,6.0797,78.6164,1.0482,0.6289,38649,20.6612,14.876,10.7438
"95970, Princeton, CA",95970,53.2353,46.7647,4625.0996,23.445,44.4976,14.2647,40.6,2.5,60.8824,35.7353,78.6765,0.4412,1.3235,56019,30.7527,33.7634,11.1828
"95317, El Nido, CA",95317,53.2184,46.7816,4213.3333,11.5385,45,9.3103,29,0.4598,31.4943,62.069,55.977,0.9195,1.0345,38913,21.1694,47.5806,11.0887
"95837, Sacramento, CA",95837,53.2164,46.7836,4988.8889,17.8082,73.9726,14.6199,37.6,0.5848,63.1579,16.3743,71.345,4.6784,11.6959,95833,13.7931,13.7931,25.8621
"96087, Shasta, CA",96087,53.1969,46.8031,4792.4528,8.5714,80.7143,19.1816,48.3,7.1611,80.5627,3.3248,82.3529,0.5115,1.023,61207,33.2203,11.8644,4.7458
"95978, Stirling City, CA",95978,53.1646,46.8354,4976.5625,5,83,18.3544,49.7,2.2152,84.1772,6.962,88.2911,0.3165,0.3165,76923,2.1186,34.7458,15.678
"95556, Orleans, CA",95556,53.1605,46.8395,4325.188,30.9392,69.0608,27.7147,43.5,28.201,50.2431,9.0762,53.1605,0,1.4587,48125,16.4444,12.8889,0
"90046, Los Angeles, CA",90046,53.1536,46.8464,4157.557,4.2692,78.6608,57.6189,39.3,0.3652,75.9579,9.9493,82.3144,3.575,6.0959,69473,10.7066,4.5962,40.8774
"96011, Big Bend, CA",96011,53.1532,46.8468,4491.5789,21.1268,61.9718,24.7748,50.4,11.7117,76.5766,5.8559,78.3784,0.9009,0.9009,37500,20.7101,14.7929,10.6509
"93553, Pearblossom, CA",93553,53.1467,46.8533,4832.5203,23.2804,51.3983,12.4533,41.2,1.4667,49.5733,38.2133,68.9067,4.6133,2.4533,68571,29.0335,18.2643,8.2051
"95421, Cazadero, CA",95421,53.125,46.875,4831.3837,23.839,56.6563,29.8828,52.6,5.4036,76.0417,13.3464,81.9661,0.3906,1.888,64381,20.48,5.36,20.48
"96010, Big Bar, CA",96010,53.0973,46.9027,4668,18.4211,44.7368,24.7788,53.6,6.1947,79.646,7.9646,84.0708,0,0.885,45000,30.9278,9.2784,13.4021
"96109, Doyle, CA",96109,53.0973,46.9027,4375.3695,36.6935,45.9677,18.9774,47.5,4.0315,79.5477,7.8663,84.1691,1.9666,1.1799,42582,25.7556,18.5283,6.8331
"95916, Berry Creek, CA",95916,53.064,46.936,4707.1749,27.3128,35.9031,23.6364,55.4,4.3771,79.0572,8.6195,83.8384,0.6734,1.6162,45338,29.732,12.3953,8.794
"95387, Westley, CA",95387,53.0395,46.9605,4639.9061,31.8408,39.801,9.8784,33.9,0.7599,25.3799,56.9909,47.8723,4.1033,5.9271,80147,28.2555,29.9754,8.5995
"95039, Moss Landing, CA",95039,53.0143,46.9857,4563.1728,13.6406,40.0753,7.0083,32.4,2.6375,12.8109,77.8824,51.055,0.6405,4.1824,53333,21.4417,46.4264,6.4142
"93218, Ducor, CA",93218,52.9981,47.0019,4464.2857,19.8953,29.3194,7.1567,32.5,1.7408,19.5358,74.4681,62.089,0.7737,1.5474,41136,17.8914,53.3546,4.7923
"92285, Landers, CA",92285,52.9957,47.0043,4540.8602,23.9387,55.5425,27.3088,52.9,1.953,75.5379,17.5439,86.1966,1.3572,1.3903,37429,37.4633,10.4998,5.8799
"93238, Kernville, CA",93238,52.9813,47.0187,4974.5342,0,99.4253,36.1158,57.6,6.9847,80.7496,9.029,85.0085,0.1704,0.8518,77365,16.1157,8.6777,29.9587
"95454, Laytonville, CA",95454,52.9774,47.0226,4324.092,28.165,36.9844,26.54,43,14.5791,67.7618,12.0637,71.6119,0.924,1.386,42429,35.841,12.9879,10.5749
"96150, South Lake Tahoe, CA",96150,52.9665,47.0335,4443.6177,15.8071,50.499,27.4577,38.3,0.9064,62.2994,26.7734,73.2194,0.8921,5.5388,60707,22.5001,16.0759,18.0247
"93241, Lamont, CA",93241,52.9609,47.0391,4079.8711,24.5439,20.2288,5.6138,25.7,2.2315,1.4588,94.9643,48.9572,0.8645,0.643,39110,22.5404,62.0099,1.7753
"95944, Goodyears Bar, CA",95944,52.9412,47.0588,4300,12.5,75,29.4118,59,0,88.2353,11.7647,94.1176,0,0,30000,23.5294,0,11.7647
"94946, Nicasio, CA",94946,52.924,47.076,5533.0961,3.5928,86.2275,21.4912,47.8,0.1462,81.4327,12.5731,87.4269,0.5848,2.3392,165385,7.8695,7.2937,24.1843
"93641, Miramonte, CA",93641,52.9183,47.0817,4694.5274,33.526,38.1503,16.3424,47.4,3.8911,73.93,15.9533,82.6848,1.751,1.3619,56250,27.5591,12.8609,9.1864
"95925, Challenge, CA",95925,52.9167,47.0833,4420.1835,25,59.2105,25,49.9,5.4167,77.0833,7.5,80.8333,0.8333,1.6667,42000,27.8075,8.5561,8.5561
"95526, Bridgeville, CA",95526,52.8814,47.1186,4523.9852,21.3592,61.165,27.7966,48.5,8.4746,77.7966,6.7797,79.661,0.1695,0.1695,51442,36.5427,5.9081,16.4114
"93436, Lompoc, CA",93436,52.8477,47.1523,4506.9738,19.3904,48.5125,11.2144,36.2,2.1631,35.9291,47.8271,60.6438,6.7226,4.9725,67709,25.393,23.3322,11.9933
"95007, Brookdale, CA",95007,52.8443,47.1557,3626.6667,4.6703,62.0879,65.8683,29.7,1.9461,61.2275,22.7545,67.8144,2.5449,6.7365,34744,12.3153,10.0985,12.5616
"96041, Hayfork, CA",96041,52.8176,47.1824,4503.5417,23.6593,52.3659,30.85,50.2,8.8825,80.6113,6.3037,83.3811,0,0.382,32850,27.7913,16.0194,13.2282
"93666, Sultana, CA",93666,52.7972,47.2028,4046.3415,35.7827,22.6837,7.3427,26.6,0.6993,0,94.6387,52.4476,1.049,0.1166,31000,22.049,53.4521,1.1136
"96076, Platina, CA",96076,52.7885,47.2115,4421.9067,12.766,53.7994,31.0577,52.1,6.1538,80.2885,7.8846,85,0.3846,0.7692,34375,47.9452,9.4645,9.589
"95715, Emigrant Gap, CA",95715,52.7778,47.2222,5077.4194,31.25,53.125,19.4444,49.6,1.3889,88.8889,4.1667,93.0556,0,1.3889,71875,28.5714,3.5714,14.2857
"90038, Los Angeles, CA",90038,52.7654,47.2346,3689.2395,16.3193,50.3298,30.3003,33.8,0.7896,22.4075,57.8386,49.6577,5.063,9.6923,42113,19.6029,27.5745,21.9291
"95630, Folsom, CA",95630,52.7633,47.2367,5129.462,9.1423,77.0431,12.3026,37.8,0.5292,63.1136,11.8185,71.615,5.39,14.7721,118365,15.9942,6.3919,28.9433
"95466, Philo, CA",95466,52.7596,47.2404,4487.7729,21.4133,47.9657,26.0992,49.9,1.6838,72.5912,22.0767,82.6006,0.2806,0.6548,45066,24.8175,12.2871,17.8832
"96117, Litchfield, CA",96117,52.7473,47.2527,5070.6767,26.9231,51.9231,13.7363,41.2,2.7473,78.022,14.5604,85.4396,0,0.8242,80556,19.1057,3.6585,9.7561
"95313, Crows Landing, CA",95313,52.7317,47.2683,4483.4601,37.1817,38.8795,10.8042,34.6,0.7366,38.2443,54.3892,67.5875,0.798,0.9822,49779,28.2376,37.001,8.2765
"92254, Mecca, CA",92254,52.7259,47.2741,4022.7533,18.175,19.2056,3.4447,24.6,0.7223,0,97.5554,29.9812,0.5417,0.4445,26778,16.2371,70.2718,0.8731
"92239, Desert Center, CA",92239,52.7163,47.2837,4402.2599,21.1009,29.3578,15.0905,40,1.2072,35.8149,54.9296,59.1549,2.0121,1.006,43571,27.5964,35.0148,6.2315
"96046, Hyampom, CA",96046,52.7132,47.2868,4510.1695,21.9512,48.7805,31.0078,50,9.3023,80.6202,6.2016,82.9457,0,0.7752,31154,28.8462,15.3846,12.5
"91916, Descanso, CA",91916,52.7,47.3,4769.5262,16.9533,44.3489,17,45.9,18.25,63.45,15,70.85,1.05,1.7,58654,25.0708,12.3229,11.7564
"94063, Redwood City, CA",94063,52.6797,47.3203,4278.9991,26.364,42.7387,12.7334,31.8,1.2759,16.6667,68.7708,40.9823,2.5102,8.1543,56280,22.0636,35.4229,10.7368
"96063, Mineral, CA",96063,52.6749,47.3251,5064.3564,13.6842,61.0526,13.5802,53.4,3.2922,81.4815,9.8765,87.6543,1.6461,1.2346,65000,20.6186,11.3402,16.4948
"95251, Vallecito, CA",95251,52.6654,47.3346,4955.102,22.7425,61.5385,15.625,51.1,0.9191,82.261,10.6618,88.6029,1.8382,1.011,62500,22.2222,2.3641,16.7849
"95555, Orick, CA",95555,52.6316,47.3684,4487.5,23.2558,46.5116,30.7018,51.4,7.0175,80.7018,6.1404,84.2105,0,0.8772,42500,16.3043,10.8696,23.913
"95735, Twin Bridges, CA",95735,52.6316,47.3684,4560,36.6667,36.6667,31.5789,50.4,0,78.9474,9.2105,85.5263,0,2.6316,54545,32.7869,21.3115,19.6721
"95957, Meridian, CA",95957,52.6316,47.3684,4833.5277,25.5814,49.4186,17.6932,45.4,1.9037,59.0146,34.1545,74.692,0.224,1.6797,71818,37.7329,17.7019,8.3851
"95388, Winton, CA",95388,52.6272,47.3728,4230.4973,36.4862,31.4495,6.4641,28.7,1.2701,18.6664,68.3526,48.7185,2.8729,6.6228,43503,25.3079,47.1241,4.3037
"92518, March Air Reserve Base, CA",92518,52.6182,47.3818,4414.8084,15.3846,46.7033,27.4493,63.8,1.1824,58.8682,17.2297,65.7095,15.7939,3.6318,86176,17.4442,9.0264,13.4888
"93668, Tranquillity, CA",93668,52.6163,47.3837,4331.6195,22.6519,20.9945,6.5407,32,1.4535,14.0262,80.4506,53.0523,0.7994,0.3634,33587,17.9707,52.3227,2.5672
"93921, Carmel By The Sea, CA",93921,52.6108,47.3892,4394.5607,33.7864,27.1845,3.1646,26,12.6582,2.2943,92.8797,28.4019,0.3956,0.4747,43571,20.4893,64.526,3.0581
"94940, Marshall, CA",94940,52.6087,47.3913,4620.8333,21.6216,44.1441,20.8696,47.3,0.4348,67.3913,26.5217,83.4783,0,1.7391,53947,13.6364,15.3409,23.2955
"95558, Petrolia, CA",95558,52.6066,47.3934,4643.617,18.3673,57.1429,26.5403,47.4,0.9479,81.0427,9.9526,88.1517,0.4739,1.4218,60714,29.375,10,21.25
"96029, Flournoy, CA",96029,52.5745,47.4255,4511.4286,31.7757,38.3178,14.3631,48.3,3.252,69.9187,18.9702,77.7778,2.168,3.252,37609,28.8809,25.6318,6.8592
"93261, Richgrove, CA",93261,52.5531,47.4469,4096.4744,15.2601,18.4971,1.5584,24.1,1.492,0,94.695,37.7321,0.8289,5.5371,33559,13.9423,69.0934,5.9066
"93905, Salinas, CA",93905,52.5395,47.4605,4186.8692,25.593,23.7787,3.7747,26.3,1.3605,0.9957,92.8732,41.5988,1.1476,2.9356,47544,20.228,60.8835,4.0367
"93239, Kettleman City, CA",93239,52.5386,47.4614,4109.2105,14.3345,30.0341,6.4018,27.5,0.5519,2.3179,93.9294,28.5872,0.5519,0.4415,34833,23.8289,53.9715,9.9796
"93254, New Cuyama, CA",93254,52.5341,47.4659,4646.9945,27.0588,38.5882,12.1832,40.4,2.0468,47.1735,47.8558,80.6043,0.8772,1.2671,60511,24.6753,26.1183,13.5642
"95636, Grizzly Flats, CA",95636,52.5327,47.4673,4973.5586,30.3158,54.3158,17.1569,49.4,1.4706,80.9641,10.049,86.0294,0.5719,0.9804,61301,22.6827,2.3991,15.0491
"93664, Shaver Lake, CA",93664,52.5283,47.4717,5128.4333,23.7425,53.9235,10.9434,49.7,12.7547,75.2453,10.2642,81.283,0.1509,0.6038,73256,25.9754,8.7269,12.9363
"95383, Twain Harte, CA",95383,52.518,47.482,4966.4519,17.3578,59.7156,18.8358,53,1.6351,85.6115,8.2407,91.0399,0.2398,1.4388,69212,29.448,6.1642,13.7013
"96069, Oak Run, CA",96069,52.5126,47.4874,4620.0795,22.1354,61.1979,21.8593,51.1,9.129,79.397,6.0302,81.742,0.7538,0.7538,42588,20.6593,13.5165,11.7582
"95934, Crescent Mills, CA",95934,52.5097,47.4903,4517.8295,31.3953,52.3256,25.8687,53.6,3.0888,86.1004,7.722,90.7336,0,0,42059,19.3237,15.942,14.4928
"91710, Chino, CA",91710,52.4953,47.5047,4733.9963,26.056,53.2547,7.5075,33.9,0.9131,20.7201,59.8839,54.6605,5.4282,10.4227,80529,26.2663,21.3979,13.7727
"93621, Dunlap, CA",93621,52.4904,47.5096,4782.5641,33.908,42.5287,13.0268,48,3.8314,70.8812,18.7739,80.2682,1.7241,1.7241,53571,28.866,12.6289,6.701
"96092, Vina, CA",96092,52.4823,47.5177,4816.4474,18.5185,56.2963,13.0024,45.5,3.5461,69.5035,23.4043,80.6147,0.7092,0.7092,58696,14.2395,25.2427,11.0032
"95659, Nicolaus, CA",95659,52.4815,47.5185,5002.4862,13.9108,56.4304,15.8395,47.2,0.7392,70.7497,19.9578,79.3031,0.6336,5.491,75000,25.5747,22.7011,12.5
"91759, Mt Baldy, CA",91759,52.4752,47.5248,5107.8947,12.5,70,16.3366,43.8,0.9901,59.901,20.297,70.297,2.9703,14.3564,95000,25.3521,7.7465,15.493
"95634, Georgetown, CA",95634,52.4538,47.5462,5026.5823,20.7113,55.5788,15.7256,48.8,2.2427,82.9288,8.1003,87.3879,1.7414,1.0818,71498,30.1442,8.3363,12.4165
