Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"93420, Arroyo Grande, CA",93420,48.66,51.34,5069.0694,11.866,68.3078,16.5271,49.1,0.8037,74.6562,17.055,84.9322,0.7465,4.0586,83889,17.711,5.7854,23.986
"92544, Hemet, CA",92544,48.6549,51.3451,4599.5578,23.5221,52.5166,12.0288,37.2,3.3509,52.23,34.6183,69.7008,4.1485,2.5395,54975,29.9656,17.0263,9.0008
"95030, Los Gatos, CA",95030,48.6472,51.3528,5618.56,5.4684,90.6108,16.011,48.3,0.2848,77.4831,5.4913,81.0876,0.6408,12.0951,190705,5.2975,1.4966,41.5608
"95452, Kenwood, CA",95452,48.642,51.358,5198.9529,8.7855,58.1395,24.3621,56.7,0.2469,86.3374,7.9012,89.1358,0.1646,2.7984,84698,10.9901,13.0693,26.3366
"92037, La Jolla, CA",92037,48.6373,51.3627,5147.2867,4.7128,81.9327,22.7477,37.1,0.2148,67.5794,9.7889,74.4389,1.222,17.4473,127717,6.5615,1.2225,34.0702
"95247, Murphys, CA",95247,48.6357,51.3643,4987.3444,14.1139,69.7674,21.4217,55.8,0.9574,85.2322,9.2628,90.9287,0.5505,1.2925,67669,21.5255,3.9494,18.782
"90002, Los Angeles, CA",90002,48.6314,51.3686,3308.2664,39.5242,32.5816,5.6778,26.8,0.8503,0.3455,74.0796,28.0606,25.3273,0.5048,37998,26.2032,47.5827,3.5887
"91701, Rancho Cucamonga, CA",91701,48.6312,51.3688,5061.8647,16.493,66.869,9.773,40.2,0.5128,47.8728,33.6937,69.027,6.1036,8.9014,100139,21.6775,6.7377,20.3948
"95210, Stockton, CA",95210,48.6309,51.3691,3806.7563,26.835,44.4585,7.7735,30.6,0.7602,10.4202,36.0778,22.6894,13.0106,36.2843,51334,25.7235,30.5752,7.7376
"94531, Antioch, CA",94531,48.6243,51.3757,4505.3908,18.0328,57.7443,6.3577,34.1,0.719,23.0874,27.0785,34.5792,22.373,19.9281,109334,21.8303,8.6226,21.4564
"94024, Los Altos, CA",94024,48.6232,51.3768,5791.033,2.9946,92.8212,8.0193,47.2,0.135,60.7136,3.9974,63.4917,0.5933,29.0414,210988,5.3361,1.6388,31.6141
"91902, Bonita, CA",91902,48.6218,51.3782,5117.1364,17.6766,69.3702,9.13,42.9,0.9479,32.3098,44.394,59.7232,4.2219,15.2826,103668,18.2244,8.0815,24.8768
"92376, Rialto, CA",92376,48.6206,51.3794,4009.5057,38.633,38.7011,6.1166,29.2,1.0183,5.4893,72.6629,42.3756,15.4698,2.791,51727,28.3478,33.7868,5.6907
"91355, Valencia, CA",91355,48.6151,51.3849,5084.1951,11.5651,75.1007,15.9199,39,0.4454,61.0837,19.3121,73.4344,2.7138,12.1147,114845,15.4549,6.0962,27.4003
"95226, Campo Seco, CA",95226,48.6111,51.3889,5125.4545,16.9811,66.0377,15.9722,45.5,1.3889,70.8333,16.6667,79.8611,0.6944,2.0833,85714,20.1923,11.5385,21.1538
"95670, Rancho Cordova, CA",95670,48.6069,51.3931,4405.2904,17.0091,62.0752,15.6675,37.3,0.9208,52.595,19.7989,61.7511,8.9135,12.7876,69557,24.1997,9.9383,19.6599
"90706, Bellflower, CA",90706,48.6016,51.3984,4005.8014,24.7622,54.4532,10.3236,32.8,1.1139,14.2547,53.4332,40.6366,13.7479,13.7314,60522,28.6559,21.8316,13.2365
"92273, Seeley, CA",92273,48.5993,51.4007,4269.6347,36.0097,37.2263,6.7752,30.8,0.3257,5.0814,88.5342,41.8893,0.9772,1.3681,39592,18.9342,30.9524,4.3084
"95648, Lincoln, CA",95648,48.5974,51.4026,5154.1695,15.9095,62.6509,12.3655,42.3,0.8588,68.7506,17.6979,78.3184,1.5265,7.5419,91410,20.7954,6.1281,22.0803
"95826, Sacramento, CA",95826,48.5905,51.4095,4209.7227,12.7634,68.1625,24.6783,33.8,1.0897,49.9659,21.2753,59.7907,10.7704,11.6375,69019,19.9257,7.479,22.3861
"92602, Irvine, CA",92602,48.5839,51.4161,4809.4651,5.7059,87.9496,13.0572,34.5,0.0985,32.4193,10.0033,38.7858,1.8964,50.4105,139721,7.8135,1.8973,39.486
"91792, West Covina, CA",91792,48.5836,51.4164,4531.4925,19.573,65.9765,7.3836,37.3,0.8978,3.5524,46.655,29.0808,5.0888,41.5435,83680,20.4385,15.2765,24.8379
"94542, Hayward, CA",94542,48.5809,51.4191,4573.9431,13.2586,73.148,17.5695,35.6,0.7924,31.2635,20.3069,39.9654,13.9533,27.7914,112472,16.521,8.0115,34.1596
"94590, Vallejo, CA",94590,48.5773,51.4227,3659.0807,23.0367,51.2416,20.5558,37.4,0.8848,26.2519,29.9388,38.5263,24.0668,14.6838,53720,24.2762,17.0662,13.7518
"90275, Rancho Palos Verdes, CA",90275,48.5771,51.4229,5429.0541,6.8892,86.3929,10.2176,49.2,0.2187,51.6067,9.3659,58.0314,2.8412,30.9831,148084,9.6838,2.6428,35.7057
"95677, Rocklin, CA",95677,48.5767,51.4233,5037.3012,12.2777,69.5711,15.0223,41.1,0.8612,74.8981,12.3433,82.7979,1.4443,6.3184,92252,18.8925,5.6705,25.756
"92677, Laguna Niguel, CA",92677,48.5761,51.4239,5329.1837,7.6843,80.7136,13.7304,43.6,0.3633,69.0889,14.5842,78.1061,1.3274,10.3522,125136,11.8861,3.3664,34.8382
"95842, Sacramento, CA",95842,48.5754,51.4246,4025.033,25.0327,49.8259,13.9202,31.7,1.0495,49.1365,24.782,59.8703,12.1526,6.963,56622,29.3319,15.0395,11.3423
"94549, Lafayette, CA",94549,48.575,51.425,5583.4494,5.6138,87.6579,13.1098,46.5,0.346,75.8701,6.6114,80.6488,0.9557,11.1743,165631,6.7558,2.2231,38.3746
"95404, Santa Rosa, CA",95404,48.5741,51.4259,4767.143,13.9839,65.7403,22.4792,41.3,1.3679,64.7404,23.0955,73.8375,2.5764,5.1334,78923,14.9371,8.9297,26.2298
"91356, Tarzana, CA",91356,48.5738,51.4262,4855.6174,8.0645,78.5879,17.7001,43.2,0.2874,67.9228,14.3124,75.3341,4.3613,7.2712,87301,15.7246,7.4498,29.6813
"90250, Hawthorne, CA",90250,48.5722,51.4278,3524.1978,23.1453,49.4934,13.3616,32.5,0.7731,7.7143,53.7686,34.3593,25.0041,9.2399,55921,24.8177,23.3368,13.2307
"93255, Onyx, CA",93255,48.5714,51.4286,4913.4426,26.5306,55.6122,20.3008,56.2,2.1053,86.3158,6.1654,87.9699,0.6015,0,58088,44.6927,16.2011,2.9795
"95209, Stockton, CA",95209,48.5703,51.4297,4584.4326,15.0591,62.108,8.2001,36,0.6847,29.1125,27.8894,41.0101,10.9626,26.893,86809,21.066,12.6426,19.3311
"91913, Chula Vista, CA",91913,48.5634,51.4366,4727.848,12.6777,69.9888,6.3173,33.1,0.5794,14.4076,46.7339,42.9167,6.1046,29.6007,108301,16.186,9.0815,27.2375
"92066, Ranchita, CA",92066,48.5612,51.4388,4833.871,26.6667,43.3333,21.223,56.7,15.1079,61.1511,18.3453,71.5827,1.4388,2.1583,56034,32.3144,6.9869,16.1572
"95843, Antelope, CA",95843,48.5586,51.4414,4536.5079,20.8619,59.7765,8.2057,32,0.7815,52.4869,15.5862,60.0732,9.1638,16.1329,82523,26.4892,7.7605,18.2596
"94552, Castro Valley, CA",94552,48.557,51.443,5398.2686,8.7109,82.8209,7.2991,43.9,0.4012,38.3914,9.7386,44.1957,4.1931,42.1509,165981,12.6923,4.4764,34.1991
"96003, Redding, CA",96003,48.557,51.443,4608.512,17.6539,57.0069,22.6442,42.5,2.7328,80.7591,8.3886,85.2666,1.1762,3.322,59372,23.8428,8.929,13.2223
"92320, Calimesa, CA",92320,48.5518,51.4482,4891.9057,17.7205,63.7549,16.2387,48.3,1.7256,67.1323,24.8357,82.4158,1.5201,1.8899,64033,31.4576,10.1292,11.4492
"90240, Downey, CA",90240,48.5479,51.4521,4925.1734,19.3848,62.0281,7.2625,36.5,0.8499,13.1976,70.5053,58.2046,2.3292,9.2372,82977,24.6714,21.341,17.0772
"91107, Pasadena, CA",91107,48.5439,51.4561,4807.5972,8.1922,79.1267,18.9305,42.2,0.615,42.5413,25.868,58.6488,5.4276,21.2245,100461,14.9737,6.4608,32.0201
"95984, Twain, CA",95984,48.5437,51.4563,5397.2973,13.6364,56.8182,7.767,48.2,0.9709,85.4369,6.7961,91.2621,0.9709,1.9417,92857,24.0506,2.5316,13.9241
"95472, Sebastopol, CA",95472,48.5426,51.4574,5028.7085,16.5547,66.2037,21.8452,49.6,0.7933,80.9811,12.0666,86.7186,1.0873,2.0648,87558,17.551,7.1934,25.9055
"94589, Vallejo, CA",94589,48.5382,51.4618,3923.6909,26.7507,46.8387,9.8711,38.9,0.446,11.0073,30.4499,23.6261,23.7075,31.1369,73252,27.9679,15.6493,14.7554
"93449, Pismo Beach, CA",93449,48.5354,51.4646,4899.6684,16.2534,63.8812,31.6188,53.4,0.5746,82.8451,10.7498,90.3153,0.6868,2.9713,84270,18.4862,4.3909,21.6299
"95602, Auburn, CA",95602,48.5345,51.4655,5124.4261,15.7089,69.4587,14.4167,50.6,0.9169,81.0675,12.6093,88.5726,0.6466,2.1095,81761,22.7292,7.7,17.4961
"91105, Pasadena, CA",91105,48.534,51.466,5065.141,5.122,88.8407,26.9704,48.6,0.3862,57.8342,17.6387,69.1914,4.2796,16.0388,131310,7.1722,4.4716,36.2622
"90222, Compton, CA",90222,48.5327,51.4673,3387.2916,34.9051,42.7115,5.7372,28.7,0.7982,0.2582,68.849,28.9001,30.1356,0.6808,45531,28.2863,40.1675,4.5924
"90061, Los Angeles, CA",90061,48.5313,51.4687,3108.4262,34.0344,37.6609,7.2348,29.7,0.7218,0.0201,60.9323,20.5647,38.4461,0.6717,42866,24.3722,40.2757,5.9806
"90603, Whittier, CA",90603,48.5268,51.4732,5339.1953,13.3341,74.1048,9.7869,40.5,0.9036,37.6007,51.1393,71.8867,0.9428,6.2169,105220,20.7516,6.8693,19.5085
"93624, Five Points, CA",93624,48.5259,51.4741,3532.5,0,16.1348,4.3499,23.4,0.6767,0,96.1334,31.5611,0.6283,0.145,21224,24.7706,66.9725,0
"92657, Newport Coast, CA",92657,48.5189,51.4811,5613.5772,2.2067,94.0354,12.4298,44.4,0.1048,68.0827,5.7148,72.1974,0.5715,20.2876,191241,6.9626,1.6779,36.7948
"92614, Irvine, CA",92614,48.5183,51.4817,4743.1268,4.0929,87.1602,18.9158,36.2,0.2231,43.9337,10.2087,50.2868,1.9159,37.9033,115907,8.4734,2.6527,38.4025
"95003, Aptos, CA",95003,48.5145,51.4855,5178.3162,10.7449,73.3248,20.031,47.3,0.908,77.4123,13.1266,83.802,1.0252,4.3142,102882,10.9322,3.1986,27.0984
"90248, Gardena, CA",90248,48.5129,51.4871,4012.2965,27.188,51.0182,11.1635,41.3,0.6656,6.6644,40.669,25.2759,21.712,27.7445,62838,22.511,22.2487,17.0025
"94022, Los Altos, CA",94022,48.5102,51.4898,5685.1418,3.7012,91.5724,10.3576,49.7,0.1519,63.0884,3.4822,65.3925,0.5655,28.0201,191695,4.6434,1.5193,33.3381
"92009, Carlsbad, CA",92009,48.5081,51.4919,5309.4452,4.0917,83.8029,12.4808,40.8,0.38,74.1899,10.9935,81.2182,1.2914,9.3687,122611,9.2335,2.3286,37.0617
"93901, Salinas, CA",93901,48.5074,51.4926,4431.98,19.5601,56.7082,15.157,37.4,1.4393,34.9073,52.6565,58.0283,2.1553,6.7009,60942,21.3895,19.3381,14.3326
"90232, Culver City, CA",90232,48.5021,51.4979,4483.1928,10.0242,74.2252,28.2082,38.4,0.6835,41.993,29.3708,58.0198,5.7873,16.3207,90735,15.144,9.1875,29.5852
"92220, Banning, CA",92220,48.4997,51.5003,4448.6573,24.6071,50.2396,14.6204,43.3,4.0777,38.465,41.4768,60.5663,7.2117,5.8793,50565,34.3259,19.1265,10.2097
"90710, Harbor City, CA",90710,48.4962,51.5038,4245.1313,19.5892,54.1615,12.4318,36.9,0.7218,15.8927,47.7061,40.0746,12.5521,19.4137,66463,22.1402,21.2885,17.1435
"93535, Lancaster, CA",93535,48.4957,51.5043,3995.7846,23.233,50.8677,8.6627,29.4,1.1841,23.647,46.5748,45.3798,20.9198,3.4368,51683,32.4153,22.1678,8.1723
"94938, Lagunitas, CA",94938,48.4921,51.5079,5251.1545,9.4415,66.8883,22.7778,50.4,0.4762,83.5714,8.254,88.5714,1.3492,1.0317,111184,12.9231,17.0256,27.2821
"95835, Sacramento, CA",95835,48.4861,51.5139,4408.415,11.817,73.7082,15.0545,32.6,0.4942,31.6168,19.0435,41.307,13.3721,29.6073,99680,15.8621,5.3278,30.7573
"96133, Topaz, CA",96133,48.4848,51.5152,4050.8772,8.4112,75.7009,10,28.8,1.8182,63.6364,27.5758,78.7879,0.9091,1.5152,46786,26.7016,12.0419,19.3717
"94108, San Francisco, CA",94108,48.4846,51.5154,3676.8997,4.7361,68.4736,45.0527,44.7,0.3046,31.2212,6.9306,34.252,2.1319,56.8266,43045,14.6575,27.0468,25.4564
"95834, Sacramento, CA",95834,48.4834,51.5166,3818.5322,15.1025,65.6193,17.0075,30.2,0.8451,23.5645,29.7065,36.4974,16.8867,24.2662,66550,20.1686,10.983,21.1355
"94304, Palo Alto, CA",94304,48.478,51.522,4793.7958,2.4821,94.7601,30.2645,41.5,0.1497,58.7575,5.1148,62.001,2.2206,29.6657,136364,3.4309,1.8571,31.4762
"94964, San Quentin, CA",94964,48.4716,51.5284,4541.0256,11.3043,67.8261,32.3144,43.2,0.4367,63.7555,16.5939,71.6157,4.3668,7.4236,87500,13.8889,14.4444,26.1111
"90805, Long Beach, CA",90805,48.4702,51.5298,3718.1549,27.3024,48.0864,8.5237,30.2,0.9396,4.8028,56.8024,30.42,20.2729,14.1934,53558,24.5107,30.9422,10.1531
"90058, Los Angeles, CA",90058,48.4681,51.5319,3316.8801,45.4191,27.2904,7.598,26.2,3.5539,2.451,80.9436,32.5674,11.489,4.8407,19602,10.5513,69.8874,3.6159
"95832, Sacramento, CA",95832,48.4656,51.5344,3571.8412,22.7079,40.4169,5.9602,27.3,0.7321,6.2782,30.548,19.1304,21.5928,37.4991,51433,30.9098,31.9208,6.3426
"95820, Sacramento, CA",95820,48.4648,51.5352,4019.6003,19.988,57.9726,16.8544,33.9,1.6724,25.994,43.4156,44.4116,12.0236,13.2966,49134,24.8572,24.7288,13.0041
"93465, Templeton, CA",93465,48.4625,51.5375,5158.5312,16.2025,58.8819,12.5207,45.8,1.16,78.4018,15.4484,88.6393,0.6629,2.0622,90428,17.5036,8.0736,21.3773
"91361, Westlake Village, CA",91361,48.4616,51.5384,5397.4048,7.0483,80.2002,16.7483,49.4,0.2071,79.8767,8.8819,86.1011,1.162,6.9368,124519,12.8705,2.8228,33.9539
"90505, Torrance, CA",90505,48.4546,51.5454,4846.0647,11.1787,76.2738,14.9057,43.6,0.361,46.2755,12.2072,54.2128,2.135,34.0008,104321,16.3769,4.93,31.149
"92059, Pala, CA",92059,48.4536,51.5464,4879.8544,21.1382,47.7642,9.9128,34.9,40.8406,22.1253,38.9374,28.9453,0.1586,1.4274,74107,28.8633,19.2848,14.304
"96093, Weaverville, CA",96093,48.4493,51.5507,4561.6667,3.3333,47.8431,24.5348,46.5,5.9269,83.6664,7.0296,86.9056,0.0689,0.8959,56028,14.7974,3.6758,11.6871
"90717, Lomita, CA",90717,48.4484,51.5516,4519.172,17.0874,63.7768,18.3438,39.8,0.9822,37.0983,35.515,56.272,4.9532,16.443,74629,24.8993,12.0649,18.443
"91724, Covina, CA",91724,48.445,51.555,4954.0453,17.6124,64.0045,10.4078,39.2,0.981,31.9441,45.5986,60.0808,3.5438,14.2218,90724,23.6625,11.6951,19.2774
"92071, Santee, CA",92071,48.4429,51.5571,4983.9944,17.5526,66.8209,12.4098,38.2,1.0327,70.6755,17.314,80.3454,2.1822,4.8916,88469,26.0567,9.0387,14.8572
"91941, La Mesa, CA",91941,48.442,51.558,4686.3636,13.8468,66.3442,16.2836,41,1.0216,58.5618,22.0813,69.4619,8.2553,6.5753,83319,17.6702,7.4765,23.2977
"94805, Richmond, CA",94805,48.4391,51.5609,4282.1454,19.7718,61.7129,17.3615,39.9,0.9936,26.0692,34.045,40.3558,15.3474,17.0191,71123,19.8346,13.2009,22.7618
"94597, Walnut Creek, CA",94597,48.4382,51.5618,4743.7261,8.6613,78.5822,28.4835,39.3,0.4708,62.0733,11.8696,69.0403,2.5079,17.2838,104742,7.7997,2.7385,33.5927
"90301, Inglewood, CA",90301,48.433,51.567,3221.6978,24.4473,47.1113,13.5541,33.7,1.0155,0.5722,61.4459,29.3866,32.9974,2.5773,49022,22.4272,30.424,11.4366
"95242, Lodi, CA",95242,48.4322,51.5678,4992.6475,17.8214,60.6614,12.653,41.4,0.5918,63.9488,21.9314,74.1499,0.9778,8.3042,85300,22.3776,11.5732,17.8242
"95559, Phillipsville, CA",95559,48.4287,51.5713,4339.8564,53.7037,24.3056,27.8002,41.9,2.9815,80.5802,8.7832,86.382,0.4835,0.8058,44863,44.0909,7.2727,9.5455
"92010, Carlsbad, CA",92010,48.4282,51.5718,5105.9291,11.736,75.8931,13.2016,41.7,0.7475,69.0249,15.0904,77.9083,1.6619,9.6242,97864,12.5189,3.9434,28.5849
"94523, Pleasant Hill, CA",94523,48.4238,51.5762,4887.5232,10.1466,74.5952,22.807,42.1,0.5071,62.8865,12.9331,70.6935,2.1711,15.9211,97548,13.5589,4.3823,33.2126
"95604, Auburn, CA",95604,48.4236,51.5764,4385.118,11.8609,51.1247,24.7373,43.8,0.6467,74.2926,18.27,83.1851,0.9701,1.3743,49302,31.0915,19.6251,6.1742
"91325, Northridge, CA",91325,48.421,51.579,4407.8037,14.5319,70.3959,19.1217,34.1,0.6959,36.148,33.5025,54.1944,7.0221,18.1318,73208,18.3612,10.71,27.4139
"92692, Mission Viejo, CA",92692,48.4199,51.5801,5433.5832,7.98,80.2786,11.3746,44.6,0.334,67.6982,14.5074,77.9081,1.2852,11.6283,124572,12.6056,3.395,33.2491
"90503, Torrance, CA",90503,48.4178,51.5822,4692.4926,9.4164,79.2187,15.1004,41.8,0.3543,37.7293,12.2838,45.6511,2.4667,42.1694,96706,17.4656,4.8963,35.3413
"95249, San Andreas, CA",95249,48.4133,51.5867,4588.1386,18.1741,62.0456,22.5946,51.3,1.9802,81.112,9.5963,86.0117,0.9139,1.5486,52795,28.7241,9.0514,13.1263
"95765, Rocklin, CA",95765,48.4046,51.5954,4991.7118,7.951,76.1593,11.5459,35.1,0.4652,68.729,11.9691,76.7714,1.8372,11.9796,105311,12.9606,3.5112,35.0911
"90640, Montebello, CA",90640,48.3923,51.6077,4453.106,24.2137,56.2292,9.2901,35.7,1.1842,3.615,79.1376,52.0408,0.9749,12.4209,58449,27.682,27.517,11.7184
"92620, Irvine, CA",92620,48.3875,51.6125,4989.9191,7.332,86.8517,11.584,37.6,0.1714,39.862,8.9301,45.5623,1.4971,44.5365,131570,8.6364,2.4982,39.3896
"92551, Moreno Valley, CA",92551,48.3867,51.6133,4020.6378,25.3721,54.0914,4.6999,28.3,0.8795,7.0443,61.0488,32.9431,20.0445,6.9673,62630,26.46,25.495,10.8
"93428, Cambria, CA",93428,48.3831,51.6169,5192.1676,15.1108,60.6974,21.1779,57.8,0.7981,72.4921,22.6228,84.464,0.3027,2.188,87379,13.9243,8.1937,26.8097
"90241, Downey, CA",90241,48.382,51.618,4470.4933,22.3681,60.4396,10.3843,34.3,0.7948,13.2384,71.0273,55.9834,3.3476,7.3926,65620,29.594,21.6284,14.1509
"92385, Skyforest, CA",92385,48.3796,51.6204,5165.7895,17.1779,75.4601,12.2685,46.2,8.1019,52.7778,28.7037,69.213,6.713,1.8519,91964,21.3333,10.3333,17.6667
"90745, Carson, CA",90745,48.373,51.627,4551.3119,24.8698,53.58,6.4908,38.7,0.7709,3.9544,44.601,24.9686,7.3168,40.7723,82570,23.0217,21.0376,20.1861
"94116, San Francisco, CA",94116,48.3709,51.6291,4842.2025,10.1793,73.1446,18.1353,45.4,0.1814,30.9503,6.3179,33.8609,1.0235,58.1349,110373,13.6393,14.76,33.4619
"94525, Crockett, CA",94525,48.3704,51.6296,4658.0132,16.8503,62.9294,27.5358,45,1.3707,62.1383,16.5702,71.0326,9.0771,5.6655,90761,22.4254,8.5885,22.9821
"94510, Benicia, CA",94510,48.3684,51.6316,5005.9492,14.2794,70.6067,14.7923,44.1,0.5259,61.7954,13.4136,69.8321,5.7443,13.4978,110500,15.0409,5.2864,27.0699
"95041, Mount Hermon, CA",95041,48.3631,51.6369,4704.5977,7.483,63.9456,18.8988,39.8,0.4464,85.4167,8.7798,91.0714,0.8929,1.7857,72807,8.2627,9.7458,36.0169
"92281, Westmorland, CA",92281,48.3616,51.6384,4306.1372,21.8107,28.3951,7.9096,36.7,1.0169,15.7062,79.096,51.7514,1.4689,1.5819,32778,29.7345,35.0442,7.7876
"90303, Inglewood, CA",90303,48.3602,51.6398,3343.2531,25.1509,46.2107,7.9266,32.1,0.7385,0.1609,60.8314,23.6079,36.3899,1.4698,55361,23.1293,33.7896,8.9177
"91790, West Covina, CA",91790,48.359,51.641,4673.3256,22.3046,58.9135,7.4759,36,1.2106,9.979,62.2264,44.9707,3.78,19.6238,75165,25.1566,19.4104,16.2752
"95432, Elk, CA",95432,48.3582,51.6418,4471.5116,8.2645,54.5455,38.209,57.6,1.194,87.7612,5.3731,91.0448,0,1.4925,45714,12.3711,2.0619,23.7113
"90623, La Palma, CA",90623,48.3573,51.6427,4921.6969,14.6992,72.0958,6.0998,43.1,0.4412,24.3575,17.5004,35.2513,4.5972,50.4323,109346,18.029,7.389,29.446
"95382, Turlock, CA",95382,48.3556,51.6444,4744.9244,21.8782,60.8442,12.5438,34.8,0.6508,56.3543,27.6804,71.621,1.7055,8.583,78525,24.6632,12.2023,17.532
"91006, Arcadia, CA",91006,48.3535,51.6465,4918.0058,9.684,79.3271,8.5894,44.2,0.3806,24.161,15.9962,33.8481,1.0536,55.8201,105431,15.9783,8.9987,29.7059
"94720, Berkeley, CA",94720,48.3516,51.6484,3903.4483,1.9608,74.5098,28.022,24.3,0.5495,51.0989,10.989,55.4945,8.2418,21.978,61538,3.6145,0,28.9157
"90036, Los Angeles, CA",90036,48.3512,51.6488,4113.5336,3.766,86.299,43.0164,34.5,0.2631,58.249,9.3741,63.9396,6.5325,21.6723,89949,8.77,3.7883,41.9027
"94122, San Francisco, CA",94122,48.3501,51.6499,4539.3512,8.5974,75.6328,28.6834,41,0.19,35.2735,6.3435,38.0424,1.3523,52.7226,98460,11.2595,10.2129,33.4673
"95953, Live Oak, CA",95953,48.3462,51.6538,4499.0367,28.1127,41.493,10.1084,35.2,1.4917,37.6355,45.3071,59.2699,1.5844,12.1004,48461,24.6234,30.9096,10.2549
"90630, Cypress, CA",90630,48.3396,51.6604,4914.2235,13.2537,72.0018,8.073,40.4,0.621,38.7065,19.7205,50.9656,3.1864,34.4617,97511,18.2146,7.5841,27.3065
"91204, Glendale, CA",91204,48.3361,51.6639,4027.1575,19.5348,55.1761,15.1989,38.6,0.478,38.2056,34.841,56.8487,2.2737,20.3714,48239,19.5198,22.0982,22.318
"91436, Encino, CA",91436,48.3305,51.6695,5609.7143,2.7769,90.1964,14.8014,48.9,0.1254,81.2855,6.3548,85.8519,2.1249,6.0182,162264,9.4161,3.5157,32.2725
"90404, Santa Monica, CA",90404,48.3206,51.6794,4109.5694,7.8994,75.7708,38.4691,38.1,0.7402,49.1217,25.4462,63.5405,7.453,12.1282,76017,13.1676,9.6892,32.3486
"90712, Lakewood, CA",90712,48.3167,51.6833,4713.1055,20.807,64.4811,11.6612,38.7,0.862,36.6978,29.3368,52.4705,11.0627,17.2072,93286,23.2582,10.4966,21.1177
"94579, San Leandro, CA",94579,48.3092,51.6908,4701.9171,24.3058,59.1955,9.4287,42,0.8276,21.843,21.714,31.1516,6.176,46.9921,88679,28.558,17.1461,17.5597
"95032, Los Gatos, CA",95032,48.3054,51.6946,5398.6945,6.0699,86.3369,15.6782,44.5,0.3256,70.3592,7.8986,75.3589,1.0013,15.069,155096,7.3575,2.5044,38.0228
"90815, Long Beach, CA",90815,48.3041,51.6959,4944.3999,11.6784,75.3892,20.9745,37.9,0.5698,57.7759,18.7075,69.0131,4.6361,12.8637,104692,14.9258,4.6964,27.654
"90808, Long Beach, CA",90808,48.2989,51.7011,5253.2453,13.5967,74.3156,14.5108,42.1,0.6282,59.307,21.3553,72.7625,3.6685,9.8271,112441,15.492,5.8878,23.6615
"92313, Grand Terrace, CA",92313,48.2958,51.7042,4612.9842,18.8038,65.1486,15.4431,36.8,0.9788,39.8095,42.8859,63.1358,5.9168,7.8133,73314,25.5894,10.815,14.5951
"92404, San Bernardino, CA",92404,48.2933,51.7067,3839.8801,29.0324,43.6813,10.5808,30.2,1.3342,18.4626,58.3898,45.2861,16.1192,3.6014,44030,28.0254,29.0783,7.5682
"92782, Tustin, CA",92782,48.2928,51.7072,4946.6949,6.0402,85.2607,15.1183,36.3,0.2501,43.0205,14.4077,51.8183,1.7429,35.9536,125462,9.3343,3.7166,37.6798
"90220, Compton, CA",90220,48.2891,51.7109,3337.7282,28.9448,43.5587,6.7387,31.1,0.8822,1.3667,57.1959,22.4992,39.4024,1.7967,52454,25.0198,34.9438,6.23
"94402, San Mateo, CA",94402,48.2854,51.7146,5193.4945,8.9572,80.1065,16.216,43.5,0.3317,54.8428,15.028,61.9826,1.269,23.4947,127218,10.4552,6.1854,32.0023
"95823, Sacramento, CA",95823,48.2806,51.7194,3540.5447,24.1458,46.9543,9.9842,30.7,0.8234,10.4179,35.1519,24.635,22.1808,27.7355,46515,28.647,23.2158,10.929
"90079, Los Angeles, CA",90079,48.2759,51.7241,3363.6364,5.8824,82.3529,34.4828,26.1,0,20.6897,34.4828,41.3793,13.7931,17.2414,81250,0,40,26.6667
"91377, Oak Park, CA",91377,48.2737,51.7263,5499.3584,4.6548,85.7491,12.0838,42.5,0.2329,78.3669,6.6653,83.2237,1.1097,11.1317,157473,8.4812,2.8035,35.0242
"90018, Los Angeles, CA",90018,48.2683,51.7317,3245.1603,21.4337,42.9342,13.4202,34.3,1.1324,1.5399,59.4769,25.6126,31.2416,4.7921,42945,25.3808,34.6462,10.7633
"95460, Mendocino, CA",95460,48.2545,51.7455,4893.4463,23.8768,56.3543,33.277,57.9,0.5631,87.7815,5.0113,91.4977,0.6757,0.9572,79777,15.8211,2.9372,21.8291
"90670, Santa Fe Springs, CA",90670,48.2515,51.7485,4747.4079,24.0446,58.8814,8.0888,37,1.6015,6.3622,81.0009,57.4414,2.2333,4.9609,64678,30.3922,25.5479,8.0161
"94070, San Carlos, CA",94070,48.2477,51.7523,5409.3804,7.5661,82.6256,15.6102,43.1,0.3336,68.071,10.8696,74.0412,0.8738,14.549,143616,10.3705,3.0986,31.0466
"94804, Richmond, CA",94804,48.2464,51.7536,3567.6547,22.0118,51.1806,16.7956,34.6,0.7786,11.0526,40.8462,25.672,31.5317,11.8265,61922,23.931,21.0058,14.9465
"91504, Burbank, CA",91504,48.2362,51.7638,4820.7865,10.3169,74.2886,14.5728,39.1,0.3856,50.8464,26.917,68.4108,2.2204,14.9787,89578,16.8004,12.176,25.4662
